node.ID,node.`closeness`,node.DEST,node.ORIG
49957,0.414866033,"139.7241936,35.538173",
961,0.414866033,"140.1050328,36.05376523",
869,0.414507772,"139.1462596,36.19926476",
168,0.414507772,"139.6616087,35.43815423",
851,0.413793103,"139.3354725,36.06342507",
888,0.413793103,"140.1696033,35.54641415",
9347,0.413614821,,"139.7591421,35.60166381"
25549,0.413614821,,"139.815395,35.68444016"
944,0.413080895,"140.1706011,35.4792124",
47468,0.412903226,,"139.279023,35.78618122"
47540,0.412725709,"139.5040986,35.93998123",
769,0.412725709,"139.3857002,35.37553723",
50701,0.412548346,,"139.614541,35.38469281"
709,0.412371134,"139.6049443,35.55988015",
781,0.412371134,"139.1930782,35.40923387",
958,0.412017167,"139.7114384,36.17378443",
761,0.412017167,"139.6006038,35.27126429",
885,0.411663808,"140.1325577,35.64046145",
953,0.411663808,"140.1872558,36.07592598",
50851,0.411311054,"139.4187199,35.36373604",
863,0.411311054,"139.5532157,36.17263566",
956,0.411311054,"140.2230621,36.01096441",
46770,0.411134904,,"139.2793114,35.67541436"
876,0.410958904,"140.1170764,35.6204892",
439,0.410607357,"139.9657206,35.36399259",
34730,0.410431808,,"139.7758682,35.76415097"
48007,0.410431808,,"139.6221012,35.45638927"
966,0.41025641,"140.1039883,35.91949867",
756,0.409906063,"139.4802949,35.577127",
35441,0.409381663,,"139.8726048,35.74972744"
50363,0.409381663,,"139.6138863,35.40923243"
793,0.409207161,"139.2038464,35.6119023",
760,0.409207161,"139.6258355,35.22943263",
946,0.408858603,"139.9091158,35.31651265",
731,0.408510638,"139.771221,35.52021498",
440,0.408163265,"139.9937402,35.43847735",
50875,0.4079898,,"139.6010079,35.37199473"
446,0.407816483,"140.3814087,35.55835709",
22627,0.406952098,,"139.813861,35.71975672"
841,0.406779661,"139.8255826,35.93642346",
48470,0.40660737,,"139.6153173,35.44880289"
50490,0.406435224,"139.2495679,35.30788946",
42834,0.406263225,,"139.3560332,35.70771773"
772,0.406091371,"139.2885674,35.31665622",
335,0.406091371,"139.8020631,35.99591947",
862,0.406091371,"139.6644348,36.16481914",
935,0.406091371,"140.2968021,35.64242351",
1003,0.406091371,"139.7275372,35.91706509",
49486,0.405405405,"139.1531414,35.60684888",
954,0.405063291,"140.1684141,36.04187123",
951,0.404380792,"140.3428213,35.51280655",
21357,0.404210526,,"139.8310292,35.7175019"
1004,0.403700589,"139.7334219,35.94533274",
47203,0.403191936,,"139.3153234,35.76399039"
945,0.40302267,"140.1530228,35.34489419",
967,0.40302267,"140.057352,35.96931672",
938,0.402347024,"140.2104446,35.78722935",
887,0.40167364,"140.233201,35.60103412",
49498,0.40167364,"138.9489562,35.96044165",
42665,0.401170079,,"139.3821591,35.70648178"
433,0.401002506,"140.3409678,35.72008699",
50514,0.400166736,,"139.622196,35.39987651"
957,0.4,"139.7576973,36.17580281",
47043,0.399500624,,"139.3363283,35.73600741"
449,0.399334443,"140.3483286,35.39126064",
43177,0.399168399,,"139.3838793,35.75043498"
849,0.399002494,"139.4841535,35.98361375",
36186,0.398340249,"139.8181478,36.04635439",
50184,0.398340249,"140.06034,35.51680439",
47821,0.398340249,"139.0554067,35.82256402",
21194,0.397845006,,"139.8181591,35.73293302"
50185,0.397845006,,"139.6284277,35.41827301"
971,0.397680199,"140.1679534,35.8661042",
875,0.397350993,"140.1602509,35.57985421",
434,0.397350993,"140.2427138,35.84423095",
968,0.397350993,"140.012103,35.99927689",
949,0.397022333,"140.4207006,35.62403175",
425,0.396694215,"140.2780873,35.72935277",
963,0.396694215,"140.1123083,35.99440834",
50344,0.396039604,"139.2990019,35.52888972",
47690,0.395876289,,"139.2938931,35.73264141"
274,0.395713108,"139.0700444,35.31009747",
51012,0.395550062,,"139.6238674,35.43589949"
49815,0.395061728,"139.913885,35.37479852",
50874,0.394736842,"140.2891426,35.25675507",
960,0.39441249,"140.0827092,36.1832944",
49996,0.393765381,"139.1247277,35.33512184",
43774,0.393120393,"139.9696136,36.03542503",
877,0.392156863,"140.1026747,35.5817889",
45462,0.392156863,"140.2243736,36.10591902",
362,0.391836735,"139.0872547,36.19524887",
50129,0.391517129,"139.6004152,35.54639471",
46894,0.391357521,,"139.3492783,35.77424167"
461,0.391198044,"140.134808,36.09524454",
947,0.391198044,"140.7751588,35.741259",
48288,0.390879479,"139.926101,35.41688813",
775,0.389926889,"139.0788658,35.16619272",
46036,0.388663968,"140.4915704,35.88804811",
959,0.38803557,"139.748425,36.10796176",
458,0.38803557,"140.0572828,36.05303625",
447,0.386784851,"140.4615324,35.68475418",
49261,0.386784851,"140.2828885,36.18270118",
49517,0.38647343,"140.3605151,36.20612458",
473,0.38647343,"140.4747052,36.07280897",
46158,0.386007238,,"139.2252029,35.66491326"
950,0.38585209,"140.230595,35.40470505",
49994,0.38585209,"139.1651595,35.33499737",
46766,0.385542169,"140.315478,36.00899823",
32715,0.385542169,"139.8214904,36.18674798",
941,0.385542169,"140.4006561,35.8454456",
456,0.385232745,"140.0576367,36.13801611",
457,0.384923817,"140.0365341,36.10644615",
462,0.384,"139.8926746,36.04565737",
36402,0.383693046,"139.3778959,36.21473415",
49623,0.383233533,,"139.6616087,35.43815423"
442,0.383080607,"140.0471572,35.25232826",
48707,0.383080607,"139.2151056,35.33613761",
36977,0.38277512,"139.8107341,36.11032436",
973,0.38277512,"140.6439185,35.96680941",
46003,0.382165605,"139.570989,36.09886025",
948,0.381861575,"140.5689109,35.82424579",
30633,0.381558029,"139.8451107,35.32057263",
50035,0.381558029,"140.050365,35.12380721",
955,0.380650278,"140.2298715,36.16199686",
451,0.380348653,"140.1908612,36.24657285",
361,0.380047506,"139.2638745,36.13302532",
47279,0.379746835,"140.6669011,35.89053183",
47552,0.378997236,,"139.2223056,35.81280012"
444,0.377952756,"139.8618129,34.97161735",
30844,0.377655389,"139.9682321,36.19928024",
49937,0.377655389,"139.5949876,35.53867911",
48708,0.377358491,"139.0451817,35.42495477",
47280,0.376914016,,"139.226359,35.7586995"
47197,0.376470588,"139.1228435,36.07847665",
47748,0.376470588,"139.1046656,35.72499797",
47762,0.375439969,,"139.1950951,35.73292595"
49995,0.375293198,"139.1306116,35.39219272",
35984,0.375293198,"140.3205374,36.09536848",
50360,0.375293198,"140.042547,35.39308963",
40777,0.37470726,"140.2675143,35.17516277",
33696,0.374414977,"140.4225863,35.93261453",
972,0.374414977,"140.279692,35.88287414",
34515,0.374123149,"139.8740285,36.11490802",
272,0.374123149,"139.1335271,35.16537687",
37552,0.372960373,"140.3981612,35.96673225",
43484,0.372960373,"140.2974198,35.91028172",
50036,0.372670807,"140.655465,35.73433234",
26123,0.371804802,"139.8937095,36.17840357",
443,0.371804802,"139.9157656,35.19704336",
50033,0.371229698,"140.0733359,35.35479861",
10612,0.37037037,"140.7623433,35.80671122",
472,0.37037037,"140.5756691,35.95250705",
49151,0.37037037,"139.5648384,35.55453805",
31075,0.369230769,"138.9291469,36.02160492",
49515,0.36838066,"140.1695062,35.14973218",
50037,0.36838066,"140.5536536,35.69987185",
471,0.367534456,"140.3103363,35.95678041",
952,0.367253252,"140.1608646,36.14087324",
1006,0.366132723,"139.7671389,35.69666092",
47801,0.365993138,,"139.0554067,35.82256402"
47826,0.362127499,,"139.1046656,35.72499797"
4675,0.36199095,"139.745831,35.66233467",
1,0.36199095,"139.7573442,35.68461018",
505,0.361173815,"139.7421047,35.68753724",
15856,0.358744395,"139.6919144,35.69497596",
5179,0.358208955,"139.7541057,35.63726412",
23478,0.358208955,"139.9552674,35.01075734",
17539,0.356877323,"139.7040923,35.66428901",
17992,0.356877323,"140.6038112,36.03999945",
27001,0.356612184,"140.6735334,35.81355667",
33358,0.355819125,"139.8868289,35.08978489",
1525,0.355029586,"139.7546978,35.67365735",
15381,0.354243542,"139.7057059,35.69732138",
2003,0.353721444,"139.7831377,35.68727357",
3396,0.352164343,"139.7748685,35.67028822",
5669,0.352164343,"139.7356411,35.65194471",
46582,0.352164343,"140.4710201,35.7570604",
7551,0.351390922,"139.7238183,35.62369142",
7986,0.351390922,"140.5265396,35.97321544",
4212,0.35113387,"139.7262117,35.67064591",
2476,0.350877193,"139.7723878,35.67994466",
20169,0.350620891,"139.9538755,36.1162723",
2938,0.349854227,"139.7658765,35.67081251",
12357,0.347322721,"139.7100207,35.72811321",
11914,0.346070656,"139.7296076,35.73495323",
40508,0.345821326,"139.881437,35.27290506",
34989,0.345821326,"139.960338,36.15074332",
20617,0.343839542,"139.7746237,35.71884476",
24362,0.343102216,"139.7906151,35.63309825",
8015,0.34261242,"139.7442541,35.61742843",
17115,0.341394026,"139.6997244,35.67870857",
43723,0.34066714,"139.2289803,35.4872452",
18024,0.340425532,"139.7113099,35.65028239",
20202,0.339222615,"139.7865782,35.70327098",
13426,0.338504937,"139.762148,35.70792469",
13838,0.338504937,"139.7441859,35.7114742",
16709,0.337078652,"139.7187147,35.70319695",
14977,0.336605891,"139.7230033,35.68587888",
8444,0.335195531,"139.7343215,35.59865554",
13028,0.335195531,"139.7541668,35.72421625",
6136,0.334494774,"139.7305876,35.63770051",
14591,0.332409972,"139.7355426,35.70193352",
19821,0.33126294,"139.7887656,35.71301137",
18444,0.330123796,"139.6803175,35.67421643",
38409,0.328317373,"139.5618518,35.70837085",
10265,0.327421555,"139.7699799,35.55229857",
16348,0.326752893,"139.6920738,35.71742659",
28429,0.326308634,"139.6419671,35.6233338",
28071,0.326086957,"139.6717428,35.64210982",
3863,0.324105334,"139.7793324,35.65807559",
6870,0.32388664,"139.6811978,35.61950867",
11568,0.323450135,"139.7151346,35.5628941",
19022,0.322797579,"139.7798161,35.73834087",
31890,0.322580645,"139.7028104,35.75098756",
14250,0.322364003,"139.7317637,35.72026232",
6531,0.32193159,"139.7048167,35.63484693",
9926,0.32193159,"139.7575248,35.58005848",
25811,0.32193159,"139.6751936,35.70629871",
22122,0.321070234,"139.8004083,35.69527339",
32748,0.321070234,"139.7159401,35.78153441",
45717,0.321070234,"139.3842387,35.6243288",
24793,0.320855615,"139.7998729,35.67348708",
7218,0.320641283,"139.6895333,35.64815201",
38076,0.320641283,"139.5607214,35.68506942",
33396,0.320213476,"139.7445217,35.74468911",
36987,0.319573901,"139.865297,35.6594891",
39937,0.319573901,"139.4667105,35.67578488",
9599,0.319361277,"139.7189254,35.57707553",
21795,0.319361277,"139.813973,35.69751479",
23173,0.318936877,"139.8323084,35.66506368",
34227,0.318513603,"139.8115359,35.78502475",
24041,0.318091451,"139.8086678,35.65696891",
31572,0.317460317,"139.6883793,35.7656754",
48471,0.317250496,"139.6303021,35.46082475",
8842,0.317040951,"139.7109939,35.611739",
23725,0.317040951,"139.8147215,35.67094958",
35697,0.316622691,"139.8395082,35.75024195",
33083,0.316413975,"139.7359571,35.76161306",
43178,0.316413975,"139.4652487,35.53928121",
26712,0.31496063,"139.6510129,35.68245948",
29850,0.314754098,"139.6384256,35.64717005",
27259,0.314341847,"139.6073025,35.69752391",
30355,0.314341847,"139.6575866,35.73813977",
37558,0.312296682,"139.5407373,35.65306807",
44237,0.312296682,"139.4345272,35.62192696",
48008,0.312296682,"139.6120987,35.46381347",
29051,0.311890838,"139.6058519,35.63199093",
43491,0.311486048,"139.4568402,35.57878649",
32465,0.310277957,"139.6691077,35.79093555",
34731,0.310277957,"139.769947,35.78818634",
26150,0.30987734,"139.6715381,35.68981083",
26431,0.30987734,"139.6400615,35.70620766",
40798,0.308880309,"139.4617633,35.70576324",
22628,0.308681672,"139.8307067,35.69922926",
40523,0.308681672,"139.5113479,35.70134903",
33954,0.308285164,"139.8014804,35.74831588",
36208,0.308285164,"139.8696279,35.69725556",
27799,0.308087291,"139.6613513,35.66216772",
22903,0.307692308,"139.8362308,35.683408",
42013,0.307495195,"139.4095385,35.70952959",
11301,0.307101727,"139.6924517,35.59176391",
39671,0.306905371,"139.4990436,35.66617847",
28788,0.306317805,"139.6610187,35.60415406",
45214,0.306317805,"139.339242,35.68524712",
25550,0.305927342,"139.6524803,35.72182248",
41301,0.305927342,"139.4613123,35.72878357",
29591,0.305537874,"139.6274702,35.66112868",
49267,0.305537874,"139.6470885,35.44827706",
40265,0.305343511,"139.4390389,35.68659901",
36481,0.305149396,"139.8850711,35.73094287",
43780,0.304955527,"139.3854262,35.59503131",
30854,0.304761905,"139.5908576,35.73242866",
35442,0.304761905,"139.854827,35.72692459",
41562,0.304761905,"139.4726993,35.75957471",
49015,0.30418251,"139.6383277,35.44734104",
9348,0.303989867,"139.7137883,35.59082764",
35014,0.303797468,"139.8669858,35.77807795",
29342,0.303605313,"139.602061,35.66356425",
36738,0.303605313,"139.8973821,35.69865739",
10852,0.303413401,"139.6908137,35.56454052",
38777,0.302648172,"139.5545133,35.73843701",
19578,0.302457467,"139.798386,35.72296805",
37315,0.302457467,"139.5666243,35.66381504",
31109,0.302267003,"139.585816,35.75805182",
44760,0.302267003,"139.3952259,35.67202644",
27018,0.302076778,"139.6268447,35.68362672",
45477,0.301886792,"139.3397155,35.63476915",
27562,0.301318267,"139.6098267,35.71916129",
21559,0.301129235,"139.8068515,35.70633732",
25127,0.300563557,"139.8014918,35.6831198",
32232,0.300563557,"139.6509132,35.77718066",
42282,0.3,"139.4092357,35.69343515",
44530,0.3,"139.4932795,35.63322914",
46159,0.3,"139.3277935,35.65669684",
23498,0.299438553,"139.8317344,35.63914089",
33727,0.299438553,"139.8388353,35.77540687",
41074,0.299438553,"139.4991877,35.72694408",
48788,0.299438553,"139.631963,35.44256483",
37851,0.299065421,"139.5774967,35.63518352",
10629,0.298693217,"139.7136435,35.54826544",
12805,0.298693217,"139.6900372,35.73317496",
49819,0.298693217,"139.6653858,35.42232442",
31351,0.298321939,"139.6313894,35.75961657",
39231,0.298136646,"139.5225183,35.78176073",
39451,0.298136646,"139.5202827,35.75429834",
19365,0.296846011,"139.7661736,35.74846947",
45002,0.296662546,"139.403983,35.65309468",
39021,0.296296296,"139.5359108,35.73049027",
18820,0.294840295,"139.8017049,35.73512344",
11100,0.2946593,"139.6748243,35.58675444",
21358,0.2946593,"139.82045,35.71247015",
44036,0.2946593,"139.4487397,35.64445389",
30155,0.294478528,"139.6598186,35.75844865",
46389,0.294297977,"139.2944787,35.63340795",
36011,0.293937538,"139.8469707,35.70273341",
30658,0.29375765,"139.6186899,35.74432599",
41817,0.29375765,"139.401139,35.72568485",
42835,0.293577982,"139.4268412,35.75079748",
49624,0.293577982,"139.648618,35.43368639",
9158,0.292682927,"139.7594421,35.60196381",
25360,0.292682927,"139.815695,35.68474016",
47281,0.292326431,"139.279323,35.78648122",
50515,0.292148509,"139.614841,35.38499281",
46588,0.29143898,"139.2796114,35.67571436",
34550,0.291085506,"139.7761682,35.76445097",
47827,0.291085506,"139.6224012,35.45668927",
35264,0.290556901,"139.8729048,35.75002744",
50186,0.290556901,"139.6141863,35.40953243",
50702,0.289855072,"139.6013079,35.37229473",
22457,0.289330922,"139.814161,35.72005672",
48301,0.289156627,"139.6156173,35.44910289",
42666,0.288982541,"139.3563332,35.70801773",
21195,0.287942412,"139.8313292,35.7178019",
47044,0.28742515,"139.3156234,35.76429039",
42512,0.286396181,"139.3824591,35.70678178",
50364,0.285884455,"139.622496,35.40017651",
46895,0.285544319,"139.3366283,35.73630741",
43030,0.285374554,"139.3841793,35.75073498",
21051,0.284697509,"139.8184591,35.73323302",
50042,0.284697509,"139.6287277,35.41857301",
47553,0.283687943,"139.2941931,35.73294141",
50876,0.283520378,"139.6241674,35.43619949",
46771,0.281359906,"139.3495783,35.77454167",
46052,0.278583865,"139.2255029,35.66521326",
49526,0.277136259,"139.6619087,35.43845423",
47469,0.274914089,"139.2226056,35.81310012",
47204,0.273816315,"139.226659,35.7589995",
47691,0.273037543,"139.1953951,35.73322595",
47763,0.2680067,"139.0557067,35.82286402",
47802,0.265927978,"139.1049656,35.72529797",
