node.ID,node.`closeness`,node.DEST,node.ORIG
723,0.458015267,"139.6497432,35.47763721",
994,0.458015267,"139.6547354,35.88454861",
718,0.457578646,"139.6894926,35.48269846",
746,0.457142857,"139.6013232,35.57511939",
880,0.457142857,"140.1029216,35.68157186",
794,0.456707897,"139.7240318,35.79725552",
808,0.456707897,"139.6640916,35.81475049",
1174,0.456707897,"139.6467885,35.44797706",
1186,0.456707897,"139.6126393,35.32786464",
809,0.456273764,"139.6436702,35.81701717",
981,0.455840456,"139.6380561,35.90774709",
991,0.455840456,"139.6524042,35.85886296",
1185,0.455840456,"139.6320755,35.36226098",
748,0.45540797,"139.5728323,35.59929935",
861,0.45540797,"139.649473,36.07702522",
879,0.45540797,"140.0555865,35.66584084",
695,0.454976303,"139.5050044,35.38093647",
883,0.454976303,"140.1221102,35.65601562",
1166,0.454976303,"139.2938931,35.73264141",
1188,0.454545455,"139.6469563,35.36020109",
815,0.454115421,"139.5544571,35.85452243",
37850,0.453900709,,"139.5404373,35.65276807"
44529,0.453900709,,"139.4342272,35.62162696"
48300,0.453900709,,"139.6117987,35.46351347"
824,0.4536862,"139.4343557,35.92537255",
801,0.45325779,"139.7476426,35.79724491",
979,0.45325779,"139.6263747,35.90915261",
984,0.45325779,"139.6543199,35.95035052",
29341,0.453043889,,"139.6055519,35.63169093"
925,0.452830189,"139.9039617,35.84630738",
928,0.452403393,"139.8798006,35.96054673",
995,0.452403393,"139.6411201,35.84917078",
43779,0.452190297,,"139.4565402,35.57848649"
766,0.451977401,"139.4919623,35.3456325",
859,0.45112782,"139.6582516,36.01233739",
932,0.45112782,"140.1878787,35.72917322",
700,0.450704225,"139.5528726,35.4731889",
823,0.450704225,"139.4681389,35.88174277",
937,0.450704225,"140.1409763,35.8119327",
914,0.450281426,"139.9361069,35.81541854",
1160,0.450281426,"139.3492783,35.77424167",
858,0.449859419,"139.7415341,36.03012462",
1175,0.449859419,"139.648318,35.43338639",
32747,0.449648712,,"139.6688077,35.79063555"
35013,0.449648712,,"139.769647,35.78788634"
770,0.449438202,"139.3472905,35.33314023",
976,0.449438202,"139.6039502,35.92693992",
188,0.449438202,"139.5901644,35.47261608",
807,0.449017774,"139.6749567,35.80929457",
26430,0.448807854,,"139.6712381,35.68951083"
26711,0.448807854,,"139.6397615,35.70590766"
855,0.448598131,"139.5500768,36.00302051",
897,0.448598131,"139.9577669,35.75247373",
1061,0.448598131,"139.8181591,35.73293302",
1176,0.448179272,"139.6650858,35.42202442",
803,0.447761194,"139.6863737,35.82284903",
816,0.447761194,"139.5157202,35.83296195",
852,0.447761194,"139.6054332,35.9801737",
882,0.447761194,"140.1034656,35.63590857",
734,0.447343896,"139.7047754,35.51263274",
853,0.447343896,"139.5640288,35.96325069",
978,0.447343896,"139.6183793,35.94747506",
980,0.447343896,"139.6187069,35.90332934",
977,0.446927374,"139.6183429,35.93479494",
41073,0.446719404,,"139.4614633,35.70546324"
1192,0.446511628,"139.5907515,35.44813054",
22902,0.446304045,,"139.8304067,35.69892926"
40797,0.446304045,,"139.5110479,35.70104903"
1180,0.446096654,"139.6010079,35.37199473",
848,0.445682451,"139.400149,35.96358946",
34226,0.445475638,,"139.8011804,35.74801588"
36480,0.445475638,,"139.8693279,35.69695556"
842,0.445269017,"139.7606623,35.98215299",
28070,0.445062587,,"139.6610513,35.66186772"
844,0.444856348,"139.2199415,35.88824053",
940,0.444856348,"140.3530659,35.80415072",
992,0.444856348,"139.6594733,35.85350616",
1170,0.444444444,"139.6153173,35.44880289",
23172,0.444238778,,"139.8359308,35.683108"
903,0.444033302,"140.0148851,35.72391099",
922,0.444033302,"140.0371036,35.83473018",
1187,0.444033302,"139.6062104,35.34757005",
42281,0.443828017,,"139.4092385,35.70922959"
758,0.443622921,"139.6973576,35.23043166",
931,0.443622921,"140.1020059,35.75228789",
1179,0.443622921,"139.614541,35.38469281",
763,0.443213296,"139.5578064,35.31957156",
11567,0.443008768,,"139.6921517,35.59146391"
39936,0.442600277,,"139.4987436,35.66587847"
729,0.442396313,"139.7458343,35.53104838",
1156,0.442396313,"139.2252029,35.66491326",
694,0.44198895,"139.5343414,35.42073127",
699,0.44198895,"139.4879846,35.41742808",
720,0.44198895,"139.6882195,35.5053561",
840,0.44198895,"139.8609319,35.89505875",
1168,0.44198895,"139.6221012,35.45638927",
712,0.441582337,"139.5601514,35.54466958",
929,0.441582337,"140.0864065,35.70861142",
29050,0.44137931,,"139.6607187,35.60385406"
45476,0.44137931,,"139.338942,35.68494712"
805,0.441176471,"139.6983333,35.82180458",
827,0.441176471,"139.5260207,35.87522674",
942,0.441176471,"140.1327775,35.52011271",
735,0.44077135,"139.7287783,35.53038446",
871,0.44077135,"140.1092682,35.60921953",
1002,0.44077135,"139.6968685,35.94697637",
25810,0.440569068,,"139.6521803,35.72152248"
41561,0.440569068,,"139.4610123,35.72848357"
846,0.440366972,"139.2780848,35.97335758",
989,0.440366972,"139.5954103,35.86921543",
1178,0.440366972,"139.6138863,35.40923243",
29849,0.439761796,,"139.6271702,35.66082868"
49525,0.439761796,,"139.6467885,35.44797706"
890,0.43956044,"140.261835,35.53080461",
1182,0.43956044,"139.6195528,35.42967799",
40522,0.439359268,,"139.4387389,35.68629901"
850,0.43915828,"139.4151428,36.03647156",
886,0.43915828,"140.1745175,35.61978723",
36737,0.438957476,,"139.8847711,35.73064287"
704,0.438756856,"139.4990025,35.45360807",
728,0.438756856,"139.5889755,35.4913821",
757,0.438756856,"139.6765007,35.27310743",
987,0.438756856,"139.6153579,35.88586183",
44035,0.438556418,,"139.3851262,35.59473131"
707,0.438356164,"139.6011672,35.50696024",
1183,0.438356164,"139.6074597,35.43542605",
31108,0.438156093,,"139.5905576,35.73212866"
35696,0.438156093,,"139.854527,35.72662459"
41816,0.438156093,,"139.4723993,35.75927471"
857,0.437956204,"139.5034528,36.07880787",
733,0.437556974,"139.7119866,35.52700691",
924,0.437556974,"140.0949645,35.86335932",
927,0.437556974,"139.9010449,35.90317359",
826,0.43715847,"139.4437299,35.84817667",
49266,0.43695949,,"139.6380277,35.44704104"
822,0.436760692,"139.5257212,35.90417576",
9598,0.436562074,,"139.7134883,35.59052764"
268,0.436363636,"139.2867316,35.34936763",
35263,0.436165379,,"139.8666858,35.77777795"
778,0.435967302,"139.3195737,35.47868812",
29590,0.435769405,,"139.601761,35.66326425"
36986,0.435769405,,"139.8970821,35.69835739"
856,0.435571688,"139.5305053,36.02602961",
988,0.435571688,"139.6293344,35.87041477",
1001,0.435571688,"139.717378,35.89328655",
730,0.435571688,"139.7254266,35.50532165",
11099,0.43537415,,"139.6905137,35.56424052"
797,0.435176791,"139.7351654,35.79708083",
847,0.435176791,"139.3943715,35.93568771",
779,0.434782609,"139.2922594,35.41001931",
843,0.434782609,"139.7490629,35.95841423",
873,0.434782609,"140.139205,35.58993534",
828,0.43438914,"139.5061072,35.85638936",
50987,0.433996383,"139.6364026,35.30462667",
39020,0.433800271,,"139.5542133,35.73813701"
835,0.433604336,"139.7817754,35.90295314",
19820,0.433408578,,"139.798086,35.72266805"
37557,0.433408578,,"139.5663243,35.66351504"
31350,0.433017591,,"139.585516,35.75775182"
45001,0.433017591,,"139.3949259,35.67172644"
982,0.432822362,"139.6128311,35.91193351",
27258,0.43262731,,"139.6265447,35.68332672"
943,0.432432432,"140.0701806,35.47157688",
45716,0.432237731,,"139.3394155,35.63446915"
934,0.432043204,"140.1792373,35.67162872",
965,0.432043204,"140.0832768,35.89609862",
697,0.431266846,"139.5778451,35.35326503",
1165,0.431266846,"139.2223056,35.81280012",
27798,0.431073193,,"139.6095267,35.71886129"
744,0.430879713,"139.621995,35.56667209",
780,0.430879713,"139.2370814,35.37007659",
804,0.430879713,"139.6740695,35.82792475",
463,0.430879713,"139.9755486,35.94778786",
21794,0.430686406,,"139.8065515,35.70603732"
970,0.430107527,"140.1852943,35.92250619",
999,0.429722471,"139.6716384,35.87055944",
25359,0.429530201,,"139.8011918,35.6828198"
32464,0.429530201,,"139.6506132,35.77688066"
774,0.429338104,"139.1209344,35.24726885",
762,0.428954424,"139.5913244,35.29894211",
845,0.428954424,"139.3393184,35.8964452",
983,0.428954424,"139.6024778,35.9013475",
891,0.428571429,"140.0863634,35.6161539",
42511,0.428380187,,"139.4089357,35.69313515"
44759,0.428380187,,"139.4929795,35.63292914"
46388,0.428380187,,"139.3274935,35.65639684"
866,0.428189117,"139.3810604,36.1232511",
860,0.427426536,"139.6094877,36.1331156",
969,0.427426536,"140.1857655,35.97183372",
23724,0.427236315,,"139.8314344,35.63884089"
33953,0.427236315,,"139.8385353,35.77510687"
41300,0.427236315,,"139.4988877,35.72664408"
49014,0.427236315,,"139.631663,35.44226483"
889,0.427046263,"140.2099157,35.56066679",
38075,0.426477121,,"139.5771967,35.63488352"
939,0.426287744,"140.2867861,35.7868327",
936,0.425909494,"140.0601307,35.80159378",
10851,0.425720621,,"139.7133435,35.54796544"
13027,0.425720621,,"139.6897372,35.73287496"
50041,0.425720621,,"139.6650858,35.42202442"
776,0.425531915,"139.0315104,35.2322522",
881,0.425155004,"140.0882969,35.63544978",
31571,0.424966799,,"139.6310894,35.75931657"
173,0.424778761,"139.622196,35.39987651",
1181,0.424778761,"139.6238674,35.43589949",
39450,0.424590889,,"139.5222183,35.78146073"
39670,0.424590889,,"139.5199827,35.75399834"
872,0.424403183,"140.1377107,35.61056194",
998,0.424403183,"139.6861478,35.86002556",
1167,0.423280423,"139.1950951,35.73292595",
785,0.422907489,"139.4307168,35.44000687",
792,0.422907489,"139.2979084,35.58110785",
854,0.422907489,"139.6200392,35.99780222",
933,0.422907489,"140.2407947,35.6814429",
870,0.422907489,"140.1224036,35.60828301",
1163,0.422535211,"139.226359,35.7586995",
19577,0.421978022,,"139.7658736,35.74816947"
45213,0.421607378,,"139.403683,35.65279468"
714,0.4214223,"139.5371387,35.5262314",
868,0.421052632,"139.2659448,36.19825251",
39230,0.42086804,,"139.5356108,35.73019027"
865,0.420683611,"139.2142842,36.10249655",
1177,0.420683611,"139.6284277,35.41827301",
231,0.419947507,"139.7208405,35.51930562",
773,0.41958042,"139.1928401,35.29651109",
874,0.41958042,"140.1319723,35.56040573",
759,0.418848168,"139.659764,35.2516623",
878,0.418848168,"140.07295,35.65073679",
975,0.418848168,"139.5713985,35.89339994",
232,0.418482999,"139.7444432,35.4904141",
884,0.418482999,"140.1442674,35.62950845",
867,0.418118467,"139.3564965,36.17443043",
19021,0.417936439,,"139.8014049,35.73482344"
11300,0.417572858,,"139.6745243,35.58645444"
21558,0.417572858,,"139.82015,35.71217015"
44236,0.417572858,,"139.4484397,35.64415389"
864,0.417391304,"139.4700466,36.14817102",
964,0.417391304,"140.0358359,35.92217989",
30354,0.417209909,,"139.6595186,35.75814865"
349,0.417028671,"139.740255,36.07079802",
962,0.417028671,"140.1165466,36.08730063",
46587,0.41684759,,"139.2941787,35.63310795"
50842,0.416666667,"139.6410983,35.16757805",
771,0.416305291,"139.3443383,35.36790019",
51009,0.416305291,"139.1831305,35.53633931",
36207,0.416124837,,"139.8466707,35.70243341"
30853,0.4157644,,"139.6183899,35.74402599"
42012,0.4157644,,"139.400839,35.72538485"
448,0.415584416,"140.3015844,35.44980136",
1005,0.415584416,"139.6966466,35.97647271",
43029,0.415404587,,"139.4265412,35.75049748"
49818,0.415404587,,"139.648318,35.43338639"
