orig/dest node ,ID,coordinates,eigenvector
dest_label,772,"139.2885674,35.31665622",0.033298657
dest_label,50490,"139.2495679,35.30788946",0.033298657
dest_label,1003,"139.7275372,35.91706509",0.033298657
dest_label,49498,"138.9489562,35.96044165",0.033298657
dest_label,841,"139.8255826,35.93642346",0.032258074
dest_label,862,"139.6644348,36.16481914",0.031217491
dest_label,935,"140.2968021,35.64242351",0.031217491
dest_label,335,"139.8020631,35.99591947",0.030176907
dest_label,951,"140.3428213,35.51280655",0.030176907
dest_label,954,"140.1684141,36.04187123",0.030176907
dest_label,945,"140.1530228,35.34489419",0.029136324
dest_label,50344,"139.2990019,35.52888972",0.02809574
dest_label,938,"140.2104446,35.78722935",0.027055157
dest_label,967,"140.057352,35.96931672",0.027055157
dest_label,1004,"139.7334219,35.94533274",0.027055157
dest_label,849,"139.4841535,35.98361375",0.027055157
dest_label,887,"140.233201,35.60103412",0.026014573
dest_label,36186,"139.8181478,36.04635439",0.026014573
dest_label,449,"140.3483286,35.39126064",0.026014573
dest_label,433,"140.3409678,35.72008699",0.02497399
dest_label,50184,"140.06034,35.51680439",0.023933406
dest_label,957,"139.7576973,36.17580281",0.022892823
dest_label,949,"140.4207006,35.62403175",0.021852239
dest_label,971,"140.1679534,35.8661042",0.021852239
dest_label,425,"140.2780873,35.72935277",0.020811656
dest_label,434,"140.2427138,35.84423095",0.020811656
dest_label,49815,"139.913885,35.37479852",0.020811656
dest_label,968,"140.012103,35.99927689",0.020811656
dest_label,45462,"140.2243736,36.10591902",0.020811656
dest_label,50129,"139.6004152,35.54639471",0.020811656
dest_label,47748,"139.1046656,35.72499797",0.020811656
dest_label,875,"140.1602509,35.57985421",0.019771072
dest_label,963,"140.1123083,35.99440834",0.019771072
dest_label,877,"140.1026747,35.5817889",0.019771072
dest_label,274,"139.0700444,35.31009747",0.018730489
dest_label,50874,"140.2891426,35.25675507",0.018730489
dest_label,49996,"139.1247277,35.33512184",0.017689905
