ID,ORIG
8045,"139.7439541,35.61712843"
8046,"139.7439541,35.61712843"
8047,"139.7439541,35.61712843"
8048,"139.7439541,35.61712843"
8049,"139.7439541,35.61712843"
8050,"139.7439541,35.61712843"
8051,"139.7439541,35.61712843"
8052,"139.7439541,35.61712843"
8053,"139.7439541,35.61712843"
8054,"139.7439541,35.61712843"
8055,"139.7439541,35.61712843"
8056,"139.7439541,35.61712843"
8057,"139.7439541,35.61712843"
8058,"139.7439541,35.61712843"
8059,"139.7439541,35.61712843"
8060,"139.7439541,35.61712843"
8061,"139.7439541,35.61712843"
8062,"139.7439541,35.61712843"
8063,"139.7439541,35.61712843"
8064,"139.7439541,35.61712843"
8065,"139.7439541,35.61712843"
8066,"139.7439541,35.61712843"
8067,"139.7439541,35.61712843"
8068,"139.7439541,35.61712843"
8069,"139.7439541,35.61712843"
8070,"139.7439541,35.61712843"
8071,"139.7439541,35.61712843"
8072,"139.7439541,35.61712843"
8073,"139.7439541,35.61712843"
8074,"139.7439541,35.61712843"
8075,"139.7439541,35.61712843"
8076,"139.7439541,35.61712843"
8077,"139.7439541,35.61712843"
8078,"139.7439541,35.61712843"
8079,"139.7439541,35.61712843"
8080,"139.7439541,35.61712843"
8081,"139.7439541,35.61712843"
8082,"139.7439541,35.61712843"
8083,"139.7439541,35.61712843"
8084,"139.7439541,35.61712843"
8085,"139.7439541,35.61712843"
8086,"139.7439541,35.61712843"
8087,"139.7439541,35.61712843"
8088,"139.7439541,35.61712843"
8089,"139.7439541,35.61712843"
8090,"139.7439541,35.61712843"
8091,"139.7439541,35.61712843"
8092,"139.7439541,35.61712843"
8093,"139.7439541,35.61712843"
8094,"139.7439541,35.61712843"
8095,"139.7439541,35.61712843"
8096,"139.7439541,35.61712843"
8097,"139.7439541,35.61712843"
8098,"139.7439541,35.61712843"
8099,"139.7439541,35.61712843"
8100,"139.7439541,35.61712843"
8101,"139.7439541,35.61712843"
8102,"139.7439541,35.61712843"
8103,"139.7439541,35.61712843"
8104,"139.7439541,35.61712843"
8105,"139.7439541,35.61712843"
8106,"139.7439541,35.61712843"
8107,"139.7439541,35.61712843"
8108,"139.7439541,35.61712843"
8109,"139.7439541,35.61712843"
8110,"139.7439541,35.61712843"
8111,"139.7439541,35.61712843"
8112,"139.7439541,35.61712843"
8113,"139.7439541,35.61712843"
8114,"139.7439541,35.61712843"
8115,"139.7439541,35.61712843"
8116,"139.7439541,35.61712843"
8117,"139.7439541,35.61712843"
8118,"139.7439541,35.61712843"
8119,"139.7439541,35.61712843"
8120,"139.7439541,35.61712843"
8121,"139.7439541,35.61712843"
8122,"139.7439541,35.61712843"
8123,"139.7439541,35.61712843"
8124,"139.7439541,35.61712843"
8125,"139.7439541,35.61712843"
8126,"139.7439541,35.61712843"
8127,"139.7439541,35.61712843"
8128,"139.7439541,35.61712843"
8129,"139.7439541,35.61712843"
8130,"139.7439541,35.61712843"
8131,"139.7439541,35.61712843"
8132,"139.7439541,35.61712843"
8133,"139.7439541,35.61712843"
8134,"139.7439541,35.61712843"
8135,"139.7439541,35.61712843"
8136,"139.7439541,35.61712843"
8137,"139.7439541,35.61712843"
8138,"139.7439541,35.61712843"
8139,"139.7439541,35.61712843"
8140,"139.7439541,35.61712843"
8141,"139.7439541,35.61712843"
8142,"139.7439541,35.61712843"
8143,"139.7439541,35.61712843"
8144,"139.7439541,35.61712843"
8145,"139.7439541,35.61712843"
8146,"139.7439541,35.61712843"
8147,"139.7439541,35.61712843"
8148,"139.7439541,35.61712843"
8149,"139.7439541,35.61712843"
8150,"139.7439541,35.61712843"
8151,"139.7439541,35.61712843"
8152,"139.7439541,35.61712843"
8153,"139.7439541,35.61712843"
8154,"139.7439541,35.61712843"
8155,"139.7439541,35.61712843"
8156,"139.7439541,35.61712843"
8157,"139.7439541,35.61712843"
8158,"139.7439541,35.61712843"
8159,"139.7439541,35.61712843"
8160,"139.7439541,35.61712843"
8161,"139.7439541,35.61712843"
8162,"139.7439541,35.61712843"
8163,"139.7439541,35.61712843"
8164,"139.7439541,35.61712843"
8165,"139.7439541,35.61712843"
8166,"139.7439541,35.61712843"
8167,"139.7439541,35.61712843"
8168,"139.7439541,35.61712843"
8169,"139.7439541,35.61712843"
8170,"139.7439541,35.61712843"
8171,"139.7439541,35.61712843"
8172,"139.7439541,35.61712843"
8173,"139.7439541,35.61712843"
8174,"139.7439541,35.61712843"
8175,"139.7439541,35.61712843"
8176,"139.7439541,35.61712843"
8177,"139.7439541,35.61712843"
8178,"139.7439541,35.61712843"
8179,"139.7439541,35.61712843"
8180,"139.7439541,35.61712843"
8181,"139.7439541,35.61712843"
8182,"139.7439541,35.61712843"
8183,"139.7439541,35.61712843"
8184,"139.7439541,35.61712843"
8185,"139.7439541,35.61712843"
8186,"139.7439541,35.61712843"
8187,"139.7439541,35.61712843"
8188,"139.7439541,35.61712843"
8189,"139.7439541,35.61712843"
8190,"139.7439541,35.61712843"
8191,"139.7439541,35.61712843"
8192,"139.7439541,35.61712843"
8193,"139.7439541,35.61712843"
8194,"139.7439541,35.61712843"
8195,"139.7439541,35.61712843"
8196,"139.7439541,35.61712843"
8197,"139.7439541,35.61712843"
8198,"139.7439541,35.61712843"
8199,"139.7439541,35.61712843"
8200,"139.7439541,35.61712843"
8201,"139.7439541,35.61712843"
8202,"139.7439541,35.61712843"
8203,"139.7439541,35.61712843"
8204,"139.7439541,35.61712843"
8205,"139.7439541,35.61712843"
8206,"139.7439541,35.61712843"
8207,"139.7439541,35.61712843"
8208,"139.7439541,35.61712843"
8209,"139.7439541,35.61712843"
8210,"139.7439541,35.61712843"
8211,"139.7439541,35.61712843"
8212,"139.7439541,35.61712843"
8213,"139.7439541,35.61712843"
8214,"139.7439541,35.61712843"
8215,"139.7439541,35.61712843"
8216,"139.7439541,35.61712843"
8217,"139.7439541,35.61712843"
8218,"139.7439541,35.61712843"
8219,"139.7439541,35.61712843"
8220,"139.7439541,35.61712843"
8221,"139.7439541,35.61712843"
8222,"139.7439541,35.61712843"
8223,"139.7439541,35.61712843"
8224,"139.7439541,35.61712843"
8225,"139.7439541,35.61712843"
8226,"139.7439541,35.61712843"
8227,"139.7439541,35.61712843"
8228,"139.7439541,35.61712843"
8229,"139.7439541,35.61712843"
8230,"139.7439541,35.61712843"
8231,"139.7439541,35.61712843"
8232,"139.7439541,35.61712843"
8233,"139.7439541,35.61712843"
8234,"139.7439541,35.61712843"
8235,"139.7439541,35.61712843"
8236,"139.7439541,35.61712843"
8237,"139.7439541,35.61712843"
8238,"139.7439541,35.61712843"
8239,"139.7439541,35.61712843"
8240,"139.7439541,35.61712843"
8241,"139.7439541,35.61712843"
8242,"139.7439541,35.61712843"
8243,"139.7439541,35.61712843"
8244,"139.7439541,35.61712843"
8245,"139.7439541,35.61712843"
8246,"139.7439541,35.61712843"
8247,"139.7439541,35.61712843"
8248,"139.7439541,35.61712843"
8249,"139.7439541,35.61712843"
8250,"139.7439541,35.61712843"
8251,"139.7439541,35.61712843"
8252,"139.7439541,35.61712843"
8253,"139.7439541,35.61712843"
8254,"139.7439541,35.61712843"
8255,"139.7439541,35.61712843"
8256,"139.7439541,35.61712843"
8257,"139.7439541,35.61712843"
8258,"139.7439541,35.61712843"
8259,"139.7439541,35.61712843"
8260,"139.7439541,35.61712843"
8261,"139.7439541,35.61712843"
8262,"139.7439541,35.61712843"
8263,"139.7439541,35.61712843"
8264,"139.7439541,35.61712843"
8265,"139.7439541,35.61712843"
8266,"139.7439541,35.61712843"
8267,"139.7439541,35.61712843"
8268,"139.7439541,35.61712843"
8269,"139.7439541,35.61712843"
8270,"139.7439541,35.61712843"
8271,"139.7439541,35.61712843"
8272,"139.7439541,35.61712843"
8273,"139.7439541,35.61712843"
8274,"139.7439541,35.61712843"
8275,"139.7439541,35.61712843"
8276,"139.7439541,35.61712843"
8277,"139.7439541,35.61712843"
8278,"139.7439541,35.61712843"
8279,"139.7439541,35.61712843"
8280,"139.7439541,35.61712843"
8281,"139.7439541,35.61712843"
8282,"139.7439541,35.61712843"
8283,"139.7439541,35.61712843"
8284,"139.7439541,35.61712843"
8285,"139.7439541,35.61712843"
8286,"139.7439541,35.61712843"
8287,"139.7439541,35.61712843"
8288,"139.7439541,35.61712843"
8289,"139.7439541,35.61712843"
8290,"139.7439541,35.61712843"
8291,"139.7439541,35.61712843"
8292,"139.7439541,35.61712843"
8293,"139.7439541,35.61712843"
8294,"139.7439541,35.61712843"
8295,"139.7439541,35.61712843"
8296,"139.7439541,35.61712843"
8297,"139.7439541,35.61712843"
8298,"139.7439541,35.61712843"
8299,"139.7439541,35.61712843"
8300,"139.7439541,35.61712843"
8301,"139.7439541,35.61712843"
8302,"139.7439541,35.61712843"
8303,"139.7439541,35.61712843"
8304,"139.7439541,35.61712843"
8305,"139.7439541,35.61712843"
8306,"139.7439541,35.61712843"
8307,"139.7439541,35.61712843"
8308,"139.7439541,35.61712843"
8309,"139.7439541,35.61712843"
8310,"139.7439541,35.61712843"
8311,"139.7439541,35.61712843"
8312,"139.7439541,35.61712843"
8313,"139.7439541,35.61712843"
8314,"139.7439541,35.61712843"
8315,"139.7439541,35.61712843"
8316,"139.7439541,35.61712843"
8317,"139.7439541,35.61712843"
8318,"139.7439541,35.61712843"
8319,"139.7439541,35.61712843"
8320,"139.7439541,35.61712843"
8321,"139.7439541,35.61712843"
8322,"139.7439541,35.61712843"
8323,"139.7439541,35.61712843"
8324,"139.7439541,35.61712843"
8325,"139.7439541,35.61712843"
8326,"139.7439541,35.61712843"
8327,"139.7439541,35.61712843"
8328,"139.7439541,35.61712843"
8329,"139.7439541,35.61712843"
8330,"139.7439541,35.61712843"
8331,"139.7439541,35.61712843"
8332,"139.7439541,35.61712843"
8333,"139.7439541,35.61712843"
8334,"139.7439541,35.61712843"
8335,"139.7439541,35.61712843"
8336,"139.7439541,35.61712843"
8337,"139.7439541,35.61712843"
8338,"139.7439541,35.61712843"
8339,"139.7439541,35.61712843"
8340,"139.7439541,35.61712843"
8341,"139.7439541,35.61712843"
8342,"139.7439541,35.61712843"
8343,"139.7439541,35.61712843"
8344,"139.7439541,35.61712843"
8345,"139.7439541,35.61712843"
8346,"139.7439541,35.61712843"
8347,"139.7439541,35.61712843"
8348,"139.7439541,35.61712843"
8349,"139.7439541,35.61712843"
8350,"139.7439541,35.61712843"
8351,"139.7439541,35.61712843"
8352,"139.7439541,35.61712843"
8353,"139.7439541,35.61712843"
8354,"139.7439541,35.61712843"
8355,"139.7439541,35.61712843"
8356,"139.7439541,35.61712843"
8357,"139.7439541,35.61712843"
8358,"139.7439541,35.61712843"
8359,"139.7439541,35.61712843"
8360,"139.7439541,35.61712843"
8361,"139.7439541,35.61712843"
8362,"139.7439541,35.61712843"
8363,"139.7439541,35.61712843"
8364,"139.7439541,35.61712843"
8365,"139.7439541,35.61712843"
8366,"139.7439541,35.61712843"
8367,"139.7439541,35.61712843"
8368,"139.7439541,35.61712843"
8369,"139.7439541,35.61712843"
8370,"139.7439541,35.61712843"
8371,"139.7439541,35.61712843"
8372,"139.7439541,35.61712843"
8373,"139.7439541,35.61712843"
8374,"139.7439541,35.61712843"
8375,"139.7439541,35.61712843"
8376,"139.7439541,35.61712843"
8377,"139.7439541,35.61712843"
8378,"139.7439541,35.61712843"
8379,"139.7439541,35.61712843"
8380,"139.7439541,35.61712843"
8381,"139.7439541,35.61712843"
8382,"139.7439541,35.61712843"
8383,"139.7439541,35.61712843"
8384,"139.7439541,35.61712843"
8385,"139.7439541,35.61712843"
8386,"139.7439541,35.61712843"
8387,"139.7439541,35.61712843"
8388,"139.7439541,35.61712843"
8389,"139.7439541,35.61712843"
8390,"139.7439541,35.61712843"
8391,"139.7439541,35.61712843"
8392,"139.7439541,35.61712843"
8393,"139.7439541,35.61712843"
8394,"139.7439541,35.61712843"
8395,"139.7439541,35.61712843"
8396,"139.7439541,35.61712843"
8397,"139.7439541,35.61712843"
8398,"139.7439541,35.61712843"
8399,"139.7439541,35.61712843"
8400,"139.7439541,35.61712843"
8401,"139.7439541,35.61712843"
8402,"139.7439541,35.61712843"
8403,"139.7439541,35.61712843"
8404,"139.7439541,35.61712843"
8405,"139.7439541,35.61712843"
8406,"139.7439541,35.61712843"
8407,"139.7439541,35.61712843"
8408,"139.7439541,35.61712843"
8409,"139.7439541,35.61712843"
8410,"139.7439541,35.61712843"
8411,"139.7439541,35.61712843"
8412,"139.7439541,35.61712843"
8413,"139.7439541,35.61712843"
8414,"139.7439541,35.61712843"
8415,"139.7439541,35.61712843"
8416,"139.7439541,35.61712843"
8417,"139.7439541,35.61712843"
8418,"139.7439541,35.61712843"
8419,"139.7439541,35.61712843"
8420,"139.7439541,35.61712843"
8421,"139.7439541,35.61712843"
8422,"139.7439541,35.61712843"
8423,"139.7439541,35.61712843"
8424,"139.7439541,35.61712843"
8425,"139.7439541,35.61712843"
8426,"139.7439541,35.61712843"
8427,"139.7439541,35.61712843"
8428,"139.7439541,35.61712843"
8429,"139.7439541,35.61712843"
8430,"139.7439541,35.61712843"
8431,"139.7439541,35.61712843"
8432,"139.7439541,35.61712843"
8433,"139.7439541,35.61712843"
8434,"139.7439541,35.61712843"
8435,"139.7439541,35.61712843"
8436,"139.7439541,35.61712843"
8437,"139.7439541,35.61712843"
8438,"139.7439541,35.61712843"
8439,"139.7439541,35.61712843"
8440,"139.7439541,35.61712843"
8441,"139.7439541,35.61712843"
8442,"139.7439541,35.61712843"
8443,"139.7439541,35.61712843"
8444,"139.7340215,35.59835554"
8445,"139.7340215,35.59835554"
8446,"139.7340215,35.59835554"
8447,"139.7340215,35.59835554"
8448,"139.7340215,35.59835554"
8449,"139.7340215,35.59835554"
8450,"139.7340215,35.59835554"
8451,"139.7340215,35.59835554"
8452,"139.7340215,35.59835554"
8453,"139.7340215,35.59835554"
8454,"139.7340215,35.59835554"
8455,"139.7340215,35.59835554"
8456,"139.7340215,35.59835554"
8457,"139.7340215,35.59835554"
8458,"139.7340215,35.59835554"
8459,"139.7340215,35.59835554"
8460,"139.7340215,35.59835554"
8461,"139.7340215,35.59835554"
8462,"139.7340215,35.59835554"
8463,"139.7340215,35.59835554"
8464,"139.7340215,35.59835554"
8465,"139.7340215,35.59835554"
8466,"139.7340215,35.59835554"
8467,"139.7340215,35.59835554"
8468,"139.7340215,35.59835554"
8469,"139.7340215,35.59835554"
8470,"139.7340215,35.59835554"
8471,"139.7340215,35.59835554"
8472,"139.7340215,35.59835554"
8473,"139.7340215,35.59835554"
8474,"139.7340215,35.59835554"
8475,"139.7340215,35.59835554"
8476,"139.7340215,35.59835554"
8477,"139.7340215,35.59835554"
8478,"139.7340215,35.59835554"
8479,"139.7340215,35.59835554"
8480,"139.7340215,35.59835554"
8481,"139.7340215,35.59835554"
8482,"139.7340215,35.59835554"
8483,"139.7340215,35.59835554"
8484,"139.7340215,35.59835554"
8485,"139.7340215,35.59835554"
8486,"139.7340215,35.59835554"
8487,"139.7340215,35.59835554"
8488,"139.7340215,35.59835554"
8489,"139.7340215,35.59835554"
8490,"139.7340215,35.59835554"
8491,"139.7340215,35.59835554"
8492,"139.7340215,35.59835554"
8493,"139.7340215,35.59835554"
8494,"139.7340215,35.59835554"
8495,"139.7340215,35.59835554"
8496,"139.7340215,35.59835554"
8497,"139.7340215,35.59835554"
8498,"139.7340215,35.59835554"
8499,"139.7340215,35.59835554"
8500,"139.7340215,35.59835554"
8501,"139.7340215,35.59835554"
8502,"139.7340215,35.59835554"
8503,"139.7340215,35.59835554"
8504,"139.7340215,35.59835554"
8505,"139.7340215,35.59835554"
8506,"139.7340215,35.59835554"
8507,"139.7340215,35.59835554"
8508,"139.7340215,35.59835554"
8509,"139.7340215,35.59835554"
8510,"139.7340215,35.59835554"
8511,"139.7340215,35.59835554"
8512,"139.7340215,35.59835554"
8513,"139.7340215,35.59835554"
8514,"139.7340215,35.59835554"
8515,"139.7340215,35.59835554"
8516,"139.7340215,35.59835554"
8517,"139.7340215,35.59835554"
8518,"139.7340215,35.59835554"
8519,"139.7340215,35.59835554"
8520,"139.7340215,35.59835554"
8521,"139.7340215,35.59835554"
8522,"139.7340215,35.59835554"
8523,"139.7340215,35.59835554"
8524,"139.7340215,35.59835554"
8525,"139.7340215,35.59835554"
8526,"139.7340215,35.59835554"
8527,"139.7340215,35.59835554"
8528,"139.7340215,35.59835554"
8529,"139.7340215,35.59835554"
8530,"139.7340215,35.59835554"
8531,"139.7340215,35.59835554"
8532,"139.7340215,35.59835554"
8533,"139.7340215,35.59835554"
8534,"139.7340215,35.59835554"
8535,"139.7340215,35.59835554"
8536,"139.7340215,35.59835554"
8537,"139.7340215,35.59835554"
8538,"139.7340215,35.59835554"
8539,"139.7340215,35.59835554"
8540,"139.7340215,35.59835554"
8541,"139.7340215,35.59835554"
8542,"139.7340215,35.59835554"
8543,"139.7340215,35.59835554"
8544,"139.7340215,35.59835554"
8545,"139.7340215,35.59835554"
8546,"139.7340215,35.59835554"
8547,"139.7340215,35.59835554"
8548,"139.7340215,35.59835554"
8549,"139.7340215,35.59835554"
8550,"139.7340215,35.59835554"
8551,"139.7340215,35.59835554"
8552,"139.7340215,35.59835554"
8553,"139.7340215,35.59835554"
8554,"139.7340215,35.59835554"
8555,"139.7340215,35.59835554"
8556,"139.7340215,35.59835554"
8557,"139.7340215,35.59835554"
8558,"139.7340215,35.59835554"
8559,"139.7340215,35.59835554"
8560,"139.7340215,35.59835554"
8561,"139.7340215,35.59835554"
8562,"139.7340215,35.59835554"
8563,"139.7340215,35.59835554"
8564,"139.7340215,35.59835554"
8565,"139.7340215,35.59835554"
8566,"139.7340215,35.59835554"
8567,"139.7340215,35.59835554"
8568,"139.7340215,35.59835554"
8569,"139.7340215,35.59835554"
8570,"139.7340215,35.59835554"
8571,"139.7340215,35.59835554"
8572,"139.7340215,35.59835554"
8573,"139.7340215,35.59835554"
8574,"139.7340215,35.59835554"
8575,"139.7340215,35.59835554"
8576,"139.7340215,35.59835554"
8577,"139.7340215,35.59835554"
8578,"139.7340215,35.59835554"
8579,"139.7340215,35.59835554"
8580,"139.7340215,35.59835554"
8581,"139.7340215,35.59835554"
8582,"139.7340215,35.59835554"
8583,"139.7340215,35.59835554"
8584,"139.7340215,35.59835554"
8585,"139.7340215,35.59835554"
8586,"139.7340215,35.59835554"
8587,"139.7340215,35.59835554"
8588,"139.7340215,35.59835554"
8589,"139.7340215,35.59835554"
8590,"139.7340215,35.59835554"
8591,"139.7340215,35.59835554"
8592,"139.7340215,35.59835554"
8593,"139.7340215,35.59835554"
8594,"139.7340215,35.59835554"
8595,"139.7340215,35.59835554"
8596,"139.7340215,35.59835554"
8597,"139.7340215,35.59835554"
8598,"139.7340215,35.59835554"
8599,"139.7340215,35.59835554"
8600,"139.7340215,35.59835554"
8601,"139.7340215,35.59835554"
8602,"139.7340215,35.59835554"
8603,"139.7340215,35.59835554"
8604,"139.7340215,35.59835554"
8605,"139.7340215,35.59835554"
8606,"139.7340215,35.59835554"
8607,"139.7340215,35.59835554"
8608,"139.7340215,35.59835554"
8609,"139.7340215,35.59835554"
8610,"139.7340215,35.59835554"
8611,"139.7340215,35.59835554"
8612,"139.7340215,35.59835554"
8613,"139.7340215,35.59835554"
8614,"139.7340215,35.59835554"
8615,"139.7340215,35.59835554"
8616,"139.7340215,35.59835554"
8617,"139.7340215,35.59835554"
8618,"139.7340215,35.59835554"
8619,"139.7340215,35.59835554"
8620,"139.7340215,35.59835554"
8621,"139.7340215,35.59835554"
8622,"139.7340215,35.59835554"
8623,"139.7340215,35.59835554"
8624,"139.7340215,35.59835554"
8625,"139.7340215,35.59835554"
8626,"139.7340215,35.59835554"
8627,"139.7340215,35.59835554"
8628,"139.7340215,35.59835554"
8629,"139.7340215,35.59835554"
8630,"139.7340215,35.59835554"
8631,"139.7340215,35.59835554"
8632,"139.7340215,35.59835554"
8633,"139.7340215,35.59835554"
8634,"139.7340215,35.59835554"
8635,"139.7340215,35.59835554"
8636,"139.7340215,35.59835554"
8637,"139.7340215,35.59835554"
8638,"139.7340215,35.59835554"
8639,"139.7340215,35.59835554"
8640,"139.7340215,35.59835554"
8641,"139.7340215,35.59835554"
8642,"139.7340215,35.59835554"
8643,"139.7340215,35.59835554"
8644,"139.7340215,35.59835554"
8645,"139.7340215,35.59835554"
8646,"139.7340215,35.59835554"
8647,"139.7340215,35.59835554"
8648,"139.7340215,35.59835554"
8649,"139.7340215,35.59835554"
8650,"139.7340215,35.59835554"
8651,"139.7340215,35.59835554"
8652,"139.7340215,35.59835554"
8653,"139.7340215,35.59835554"
8654,"139.7340215,35.59835554"
8655,"139.7340215,35.59835554"
8656,"139.7340215,35.59835554"
8657,"139.7340215,35.59835554"
8658,"139.7340215,35.59835554"
8659,"139.7340215,35.59835554"
8660,"139.7340215,35.59835554"
8661,"139.7340215,35.59835554"
8662,"139.7340215,35.59835554"
8663,"139.7340215,35.59835554"
8664,"139.7340215,35.59835554"
8665,"139.7340215,35.59835554"
8666,"139.7340215,35.59835554"
8667,"139.7340215,35.59835554"
8668,"139.7340215,35.59835554"
8669,"139.7340215,35.59835554"
8670,"139.7340215,35.59835554"
8671,"139.7340215,35.59835554"
8672,"139.7340215,35.59835554"
8673,"139.7340215,35.59835554"
8674,"139.7340215,35.59835554"
8675,"139.7340215,35.59835554"
8676,"139.7340215,35.59835554"
8677,"139.7340215,35.59835554"
8678,"139.7340215,35.59835554"
8679,"139.7340215,35.59835554"
8680,"139.7340215,35.59835554"
8681,"139.7340215,35.59835554"
8682,"139.7340215,35.59835554"
8683,"139.7340215,35.59835554"
8684,"139.7340215,35.59835554"
8685,"139.7340215,35.59835554"
8686,"139.7340215,35.59835554"
8687,"139.7340215,35.59835554"
8688,"139.7340215,35.59835554"
8689,"139.7340215,35.59835554"
8690,"139.7340215,35.59835554"
8691,"139.7340215,35.59835554"
8692,"139.7340215,35.59835554"
8693,"139.7340215,35.59835554"
8694,"139.7340215,35.59835554"
8695,"139.7340215,35.59835554"
8696,"139.7340215,35.59835554"
8697,"139.7340215,35.59835554"
8698,"139.7340215,35.59835554"
8699,"139.7340215,35.59835554"
8700,"139.7340215,35.59835554"
8701,"139.7340215,35.59835554"
8702,"139.7340215,35.59835554"
8703,"139.7340215,35.59835554"
8704,"139.7340215,35.59835554"
8705,"139.7340215,35.59835554"
8706,"139.7340215,35.59835554"
8707,"139.7340215,35.59835554"
8708,"139.7340215,35.59835554"
8709,"139.7340215,35.59835554"
8710,"139.7340215,35.59835554"
8711,"139.7340215,35.59835554"
8712,"139.7340215,35.59835554"
8713,"139.7340215,35.59835554"
8714,"139.7340215,35.59835554"
8715,"139.7340215,35.59835554"
8716,"139.7340215,35.59835554"
8717,"139.7340215,35.59835554"
8718,"139.7340215,35.59835554"
8719,"139.7340215,35.59835554"
8720,"139.7340215,35.59835554"
8721,"139.7340215,35.59835554"
8722,"139.7340215,35.59835554"
8723,"139.7340215,35.59835554"
8724,"139.7340215,35.59835554"
8725,"139.7340215,35.59835554"
8726,"139.7340215,35.59835554"
8727,"139.7340215,35.59835554"
8728,"139.7340215,35.59835554"
8729,"139.7340215,35.59835554"
8730,"139.7340215,35.59835554"
8731,"139.7340215,35.59835554"
8732,"139.7340215,35.59835554"
8733,"139.7340215,35.59835554"
8734,"139.7340215,35.59835554"
8735,"139.7340215,35.59835554"
8736,"139.7340215,35.59835554"
8737,"139.7340215,35.59835554"
8738,"139.7340215,35.59835554"
8739,"139.7340215,35.59835554"
8740,"139.7340215,35.59835554"
8741,"139.7340215,35.59835554"
8742,"139.7340215,35.59835554"
8743,"139.7340215,35.59835554"
8744,"139.7340215,35.59835554"
8745,"139.7340215,35.59835554"
8746,"139.7340215,35.59835554"
8747,"139.7340215,35.59835554"
8748,"139.7340215,35.59835554"
8749,"139.7340215,35.59835554"
8750,"139.7340215,35.59835554"
8751,"139.7340215,35.59835554"
8752,"139.7340215,35.59835554"
8753,"139.7340215,35.59835554"
8754,"139.7340215,35.59835554"
8755,"139.7340215,35.59835554"
8756,"139.7340215,35.59835554"
8757,"139.7340215,35.59835554"
8758,"139.7340215,35.59835554"
8759,"139.7340215,35.59835554"
8760,"139.7340215,35.59835554"
8761,"139.7340215,35.59835554"
8762,"139.7340215,35.59835554"
8763,"139.7340215,35.59835554"
8764,"139.7340215,35.59835554"
8765,"139.7340215,35.59835554"
8766,"139.7340215,35.59835554"
8767,"139.7340215,35.59835554"
8768,"139.7340215,35.59835554"
8769,"139.7340215,35.59835554"
8770,"139.7340215,35.59835554"
8771,"139.7340215,35.59835554"
8772,"139.7340215,35.59835554"
8773,"139.7340215,35.59835554"
8774,"139.7340215,35.59835554"
8775,"139.7340215,35.59835554"
8776,"139.7340215,35.59835554"
8777,"139.7340215,35.59835554"
8778,"139.7340215,35.59835554"
8779,"139.7340215,35.59835554"
8780,"139.7340215,35.59835554"
8781,"139.7340215,35.59835554"
8782,"139.7340215,35.59835554"
8783,"139.7340215,35.59835554"
8784,"139.7340215,35.59835554"
8785,"139.7340215,35.59835554"
8786,"139.7340215,35.59835554"
8787,"139.7340215,35.59835554"
8788,"139.7340215,35.59835554"
8789,"139.7340215,35.59835554"
8790,"139.7340215,35.59835554"
8791,"139.7340215,35.59835554"
8792,"139.7340215,35.59835554"
8793,"139.7340215,35.59835554"
8794,"139.7340215,35.59835554"
8795,"139.7340215,35.59835554"
8796,"139.7340215,35.59835554"
8797,"139.7340215,35.59835554"
8798,"139.7340215,35.59835554"
8799,"139.7340215,35.59835554"
8800,"139.7340215,35.59835554"
8801,"139.7340215,35.59835554"
8802,"139.7340215,35.59835554"
8803,"139.7340215,35.59835554"
8804,"139.7340215,35.59835554"
8805,"139.7340215,35.59835554"
8806,"139.7340215,35.59835554"
8807,"139.7340215,35.59835554"
8808,"139.7340215,35.59835554"
8809,"139.7340215,35.59835554"
8810,"139.7340215,35.59835554"
8811,"139.7340215,35.59835554"
8812,"139.7340215,35.59835554"
8813,"139.7340215,35.59835554"
8814,"139.7340215,35.59835554"
8815,"139.7340215,35.59835554"
8816,"139.7340215,35.59835554"
8817,"139.7340215,35.59835554"
8818,"139.7340215,35.59835554"
8819,"139.7340215,35.59835554"
8820,"139.7340215,35.59835554"
8821,"139.7340215,35.59835554"
8822,"139.7340215,35.59835554"
8823,"139.7340215,35.59835554"
8824,"139.7340215,35.59835554"
8825,"139.7340215,35.59835554"
8826,"139.7340215,35.59835554"
8827,"139.7340215,35.59835554"
8828,"139.7340215,35.59835554"
8829,"139.7340215,35.59835554"
8830,"139.7340215,35.59835554"
8831,"139.7340215,35.59835554"
8832,"139.7340215,35.59835554"
8833,"139.7340215,35.59835554"
8834,"139.7340215,35.59835554"
8835,"139.7340215,35.59835554"
8836,"139.7340215,35.59835554"
8837,"139.7340215,35.59835554"
8838,"139.7340215,35.59835554"
8839,"139.7340215,35.59835554"
8840,"139.7340215,35.59835554"
8841,"139.7340215,35.59835554"
8842,"139.7106939,35.611439"
8843,"139.7106939,35.611439"
8844,"139.7106939,35.611439"
8845,"139.7106939,35.611439"
8846,"139.7106939,35.611439"
8847,"139.7106939,35.611439"
8848,"139.7106939,35.611439"
8849,"139.7106939,35.611439"
8850,"139.7106939,35.611439"
8851,"139.7106939,35.611439"
8852,"139.7106939,35.611439"
8853,"139.7106939,35.611439"
8854,"139.7106939,35.611439"
8855,"139.7106939,35.611439"
8856,"139.7106939,35.611439"
8857,"139.7106939,35.611439"
8858,"139.7106939,35.611439"
8859,"139.7106939,35.611439"
8860,"139.7106939,35.611439"
8861,"139.7106939,35.611439"
8862,"139.7106939,35.611439"
8863,"139.7106939,35.611439"
8864,"139.7106939,35.611439"
8865,"139.7106939,35.611439"
8866,"139.7106939,35.611439"
8867,"139.7106939,35.611439"
8868,"139.7106939,35.611439"
