ID,ORIG
468,"139.7570442,35.68431018"
469,"139.7570442,35.68431018"
470,"139.7570442,35.68431018"
471,"139.7570442,35.68431018"
472,"139.7570442,35.68431018"
473,"139.7570442,35.68431018"
474,"139.7570442,35.68431018"
475,"139.7570442,35.68431018"
476,"139.7570442,35.68431018"
477,"139.7570442,35.68431018"
478,"139.7570442,35.68431018"
479,"139.7570442,35.68431018"
480,"139.7570442,35.68431018"
481,"139.7570442,35.68431018"
482,"139.7570442,35.68431018"
483,"139.7570442,35.68431018"
484,"139.7570442,35.68431018"
485,"139.7570442,35.68431018"
486,"139.7570442,35.68431018"
487,"139.7570442,35.68431018"
488,"139.7570442,35.68431018"
489,"139.7570442,35.68431018"
490,"139.7570442,35.68431018"
491,"139.7570442,35.68431018"
492,"139.7570442,35.68431018"
493,"139.7570442,35.68431018"
494,"139.7570442,35.68431018"
495,"139.7570442,35.68431018"
496,"139.7570442,35.68431018"
497,"139.7570442,35.68431018"
498,"139.7570442,35.68431018"
499,"139.7570442,35.68431018"
500,"139.7570442,35.68431018"
501,"139.7570442,35.68431018"
502,"139.7570442,35.68431018"
503,"139.7570442,35.68431018"
504,"139.7570442,35.68431018"
505,"139.7418047,35.68723724"
506,"139.7418047,35.68723724"
507,"139.7418047,35.68723724"
508,"139.7418047,35.68723724"
509,"139.7418047,35.68723724"
510,"139.7418047,35.68723724"
511,"139.7418047,35.68723724"
512,"139.7418047,35.68723724"
513,"139.7418047,35.68723724"
514,"139.7418047,35.68723724"
515,"139.7418047,35.68723724"
516,"139.7418047,35.68723724"
517,"139.7418047,35.68723724"
518,"139.7418047,35.68723724"
519,"139.7418047,35.68723724"
520,"139.7418047,35.68723724"
521,"139.7418047,35.68723724"
522,"139.7418047,35.68723724"
523,"139.7418047,35.68723724"
524,"139.7418047,35.68723724"
525,"139.7418047,35.68723724"
526,"139.7418047,35.68723724"
527,"139.7418047,35.68723724"
528,"139.7418047,35.68723724"
529,"139.7418047,35.68723724"
530,"139.7418047,35.68723724"
531,"139.7418047,35.68723724"
532,"139.7418047,35.68723724"
533,"139.7418047,35.68723724"
534,"139.7418047,35.68723724"
535,"139.7418047,35.68723724"
536,"139.7418047,35.68723724"
537,"139.7418047,35.68723724"
538,"139.7418047,35.68723724"
539,"139.7418047,35.68723724"
540,"139.7418047,35.68723724"
541,"139.7418047,35.68723724"
542,"139.7418047,35.68723724"
543,"139.7418047,35.68723724"
544,"139.7418047,35.68723724"
545,"139.7418047,35.68723724"
546,"139.7418047,35.68723724"
547,"139.7418047,35.68723724"
548,"139.7418047,35.68723724"
549,"139.7418047,35.68723724"
550,"139.7418047,35.68723724"
551,"139.7418047,35.68723724"
552,"139.7418047,35.68723724"
553,"139.7418047,35.68723724"
554,"139.7418047,35.68723724"
555,"139.7418047,35.68723724"
556,"139.7418047,35.68723724"
557,"139.7418047,35.68723724"
558,"139.7418047,35.68723724"
559,"139.7418047,35.68723724"
560,"139.7418047,35.68723724"
561,"139.7418047,35.68723724"
562,"139.7418047,35.68723724"
563,"139.7418047,35.68723724"
564,"139.7418047,35.68723724"
565,"139.7418047,35.68723724"
566,"139.7418047,35.68723724"
567,"139.7418047,35.68723724"
568,"139.7418047,35.68723724"
569,"139.7418047,35.68723724"
570,"139.7418047,35.68723724"
571,"139.7418047,35.68723724"
572,"139.7418047,35.68723724"
573,"139.7418047,35.68723724"
574,"139.7418047,35.68723724"
575,"139.7418047,35.68723724"
576,"139.7418047,35.68723724"
577,"139.7418047,35.68723724"
578,"139.7418047,35.68723724"
579,"139.7418047,35.68723724"
580,"139.7418047,35.68723724"
581,"139.7418047,35.68723724"
582,"139.7418047,35.68723724"
583,"139.7418047,35.68723724"
584,"139.7418047,35.68723724"
585,"139.7418047,35.68723724"
586,"139.7418047,35.68723724"
587,"139.7418047,35.68723724"
588,"139.7418047,35.68723724"
589,"139.7418047,35.68723724"
590,"139.7418047,35.68723724"
591,"139.7418047,35.68723724"
592,"139.7418047,35.68723724"
593,"139.7418047,35.68723724"
594,"139.7418047,35.68723724"
595,"139.7418047,35.68723724"
596,"139.7418047,35.68723724"
597,"139.7418047,35.68723724"
598,"139.7418047,35.68723724"
599,"139.7418047,35.68723724"
600,"139.7418047,35.68723724"
601,"139.7418047,35.68723724"
602,"139.7418047,35.68723724"
603,"139.7418047,35.68723724"
604,"139.7418047,35.68723724"
605,"139.7418047,35.68723724"
606,"139.7418047,35.68723724"
607,"139.7418047,35.68723724"
608,"139.7418047,35.68723724"
609,"139.7418047,35.68723724"
610,"139.7418047,35.68723724"
611,"139.7418047,35.68723724"
612,"139.7418047,35.68723724"
613,"139.7418047,35.68723724"
614,"139.7418047,35.68723724"
615,"139.7418047,35.68723724"
616,"139.7418047,35.68723724"
617,"139.7418047,35.68723724"
618,"139.7418047,35.68723724"
619,"139.7418047,35.68723724"
620,"139.7418047,35.68723724"
621,"139.7418047,35.68723724"
622,"139.7418047,35.68723724"
623,"139.7418047,35.68723724"
624,"139.7418047,35.68723724"
625,"139.7418047,35.68723724"
626,"139.7418047,35.68723724"
627,"139.7418047,35.68723724"
628,"139.7418047,35.68723724"
629,"139.7418047,35.68723724"
630,"139.7418047,35.68723724"
631,"139.7418047,35.68723724"
632,"139.7418047,35.68723724"
633,"139.7418047,35.68723724"
634,"139.7418047,35.68723724"
635,"139.7418047,35.68723724"
636,"139.7418047,35.68723724"
637,"139.7418047,35.68723724"
638,"139.7418047,35.68723724"
639,"139.7418047,35.68723724"
640,"139.7418047,35.68723724"
641,"139.7418047,35.68723724"
642,"139.7418047,35.68723724"
643,"139.7418047,35.68723724"
644,"139.7418047,35.68723724"
645,"139.7418047,35.68723724"
646,"139.7418047,35.68723724"
647,"139.7418047,35.68723724"
648,"139.7418047,35.68723724"
649,"139.7418047,35.68723724"
650,"139.7418047,35.68723724"
651,"139.7418047,35.68723724"
652,"139.7418047,35.68723724"
653,"139.7418047,35.68723724"
654,"139.7418047,35.68723724"
655,"139.7418047,35.68723724"
656,"139.7418047,35.68723724"
657,"139.7418047,35.68723724"
658,"139.7418047,35.68723724"
659,"139.7418047,35.68723724"
660,"139.7418047,35.68723724"
661,"139.7418047,35.68723724"
662,"139.7418047,35.68723724"
663,"139.7418047,35.68723724"
664,"139.7418047,35.68723724"
665,"139.7418047,35.68723724"
666,"139.7418047,35.68723724"
667,"139.7418047,35.68723724"
668,"139.7418047,35.68723724"
669,"139.7418047,35.68723724"
670,"139.7418047,35.68723724"
671,"139.7418047,35.68723724"
672,"139.7418047,35.68723724"
673,"139.7418047,35.68723724"
674,"139.7418047,35.68723724"
675,"139.7418047,35.68723724"
676,"139.7418047,35.68723724"
677,"139.7418047,35.68723724"
678,"139.7418047,35.68723724"
679,"139.7418047,35.68723724"
680,"139.7418047,35.68723724"
681,"139.7418047,35.68723724"
682,"139.7418047,35.68723724"
683,"139.7418047,35.68723724"
684,"139.7418047,35.68723724"
685,"139.7418047,35.68723724"
686,"139.7418047,35.68723724"
687,"139.7418047,35.68723724"
688,"139.7418047,35.68723724"
689,"139.7418047,35.68723724"
690,"139.7418047,35.68723724"
691,"139.7418047,35.68723724"
692,"139.7418047,35.68723724"
693,"139.7418047,35.68723724"
694,"139.7418047,35.68723724"
695,"139.7418047,35.68723724"
696,"139.7418047,35.68723724"
697,"139.7418047,35.68723724"
698,"139.7418047,35.68723724"
699,"139.7418047,35.68723724"
700,"139.7418047,35.68723724"
701,"139.7418047,35.68723724"
702,"139.7418047,35.68723724"
703,"139.7418047,35.68723724"
704,"139.7418047,35.68723724"
705,"139.7418047,35.68723724"
706,"139.7418047,35.68723724"
707,"139.7418047,35.68723724"
708,"139.7418047,35.68723724"
709,"139.7418047,35.68723724"
710,"139.7418047,35.68723724"
711,"139.7418047,35.68723724"
712,"139.7418047,35.68723724"
713,"139.7418047,35.68723724"
714,"139.7418047,35.68723724"
715,"139.7418047,35.68723724"
716,"139.7418047,35.68723724"
717,"139.7418047,35.68723724"
718,"139.7418047,35.68723724"
719,"139.7418047,35.68723724"
720,"139.7418047,35.68723724"
721,"139.7418047,35.68723724"
722,"139.7418047,35.68723724"
723,"139.7418047,35.68723724"
724,"139.7418047,35.68723724"
725,"139.7418047,35.68723724"
726,"139.7418047,35.68723724"
727,"139.7418047,35.68723724"
728,"139.7418047,35.68723724"
729,"139.7418047,35.68723724"
730,"139.7418047,35.68723724"
731,"139.7418047,35.68723724"
732,"139.7418047,35.68723724"
733,"139.7418047,35.68723724"
734,"139.7418047,35.68723724"
735,"139.7418047,35.68723724"
736,"139.7418047,35.68723724"
737,"139.7418047,35.68723724"
738,"139.7418047,35.68723724"
739,"139.7418047,35.68723724"
740,"139.7418047,35.68723724"
741,"139.7418047,35.68723724"
742,"139.7418047,35.68723724"
743,"139.7418047,35.68723724"
744,"139.7418047,35.68723724"
745,"139.7418047,35.68723724"
746,"139.7418047,35.68723724"
747,"139.7418047,35.68723724"
748,"139.7418047,35.68723724"
749,"139.7418047,35.68723724"
750,"139.7418047,35.68723724"
751,"139.7418047,35.68723724"
752,"139.7418047,35.68723724"
753,"139.7418047,35.68723724"
754,"139.7418047,35.68723724"
755,"139.7418047,35.68723724"
756,"139.7418047,35.68723724"
757,"139.7418047,35.68723724"
758,"139.7418047,35.68723724"
759,"139.7418047,35.68723724"
760,"139.7418047,35.68723724"
761,"139.7418047,35.68723724"
762,"139.7418047,35.68723724"
763,"139.7418047,35.68723724"
764,"139.7418047,35.68723724"
765,"139.7418047,35.68723724"
766,"139.7418047,35.68723724"
767,"139.7418047,35.68723724"
768,"139.7418047,35.68723724"
769,"139.7418047,35.68723724"
770,"139.7418047,35.68723724"
771,"139.7418047,35.68723724"
772,"139.7418047,35.68723724"
773,"139.7418047,35.68723724"
774,"139.7418047,35.68723724"
775,"139.7418047,35.68723724"
776,"139.7418047,35.68723724"
777,"139.7418047,35.68723724"
778,"139.7418047,35.68723724"
779,"139.7418047,35.68723724"
780,"139.7418047,35.68723724"
781,"139.7418047,35.68723724"
782,"139.7418047,35.68723724"
783,"139.7418047,35.68723724"
784,"139.7418047,35.68723724"
785,"139.7418047,35.68723724"
786,"139.7418047,35.68723724"
787,"139.7418047,35.68723724"
788,"139.7418047,35.68723724"
789,"139.7418047,35.68723724"
790,"139.7418047,35.68723724"
791,"139.7418047,35.68723724"
792,"139.7418047,35.68723724"
793,"139.7418047,35.68723724"
794,"139.7418047,35.68723724"
795,"139.7418047,35.68723724"
796,"139.7418047,35.68723724"
797,"139.7418047,35.68723724"
798,"139.7418047,35.68723724"
799,"139.7418047,35.68723724"
800,"139.7418047,35.68723724"
801,"139.7418047,35.68723724"
802,"139.7418047,35.68723724"
803,"139.7418047,35.68723724"
804,"139.7418047,35.68723724"
805,"139.7418047,35.68723724"
806,"139.7418047,35.68723724"
807,"139.7418047,35.68723724"
808,"139.7418047,35.68723724"
809,"139.7418047,35.68723724"
810,"139.7418047,35.68723724"
811,"139.7418047,35.68723724"
812,"139.7418047,35.68723724"
813,"139.7418047,35.68723724"
814,"139.7418047,35.68723724"
815,"139.7418047,35.68723724"
816,"139.7418047,35.68723724"
817,"139.7418047,35.68723724"
818,"139.7418047,35.68723724"
819,"139.7418047,35.68723724"
820,"139.7418047,35.68723724"
821,"139.7418047,35.68723724"
822,"139.7418047,35.68723724"
823,"139.7418047,35.68723724"
824,"139.7418047,35.68723724"
825,"139.7418047,35.68723724"
826,"139.7418047,35.68723724"
827,"139.7418047,35.68723724"
828,"139.7418047,35.68723724"
829,"139.7418047,35.68723724"
830,"139.7418047,35.68723724"
831,"139.7418047,35.68723724"
832,"139.7418047,35.68723724"
833,"139.7418047,35.68723724"
834,"139.7418047,35.68723724"
835,"139.7418047,35.68723724"
836,"139.7418047,35.68723724"
837,"139.7418047,35.68723724"
838,"139.7418047,35.68723724"
839,"139.7418047,35.68723724"
840,"139.7418047,35.68723724"
841,"139.7418047,35.68723724"
842,"139.7418047,35.68723724"
843,"139.7418047,35.68723724"
844,"139.7418047,35.68723724"
845,"139.7418047,35.68723724"
846,"139.7418047,35.68723724"
847,"139.7418047,35.68723724"
848,"139.7418047,35.68723724"
849,"139.7418047,35.68723724"
850,"139.7418047,35.68723724"
851,"139.7418047,35.68723724"
852,"139.7418047,35.68723724"
853,"139.7418047,35.68723724"
854,"139.7418047,35.68723724"
855,"139.7418047,35.68723724"
856,"139.7418047,35.68723724"
857,"139.7418047,35.68723724"
858,"139.7418047,35.68723724"
859,"139.7418047,35.68723724"
860,"139.7418047,35.68723724"
861,"139.7418047,35.68723724"
862,"139.7418047,35.68723724"
863,"139.7418047,35.68723724"
864,"139.7418047,35.68723724"
865,"139.7418047,35.68723724"
866,"139.7418047,35.68723724"
867,"139.7418047,35.68723724"
868,"139.7418047,35.68723724"
869,"139.7418047,35.68723724"
870,"139.7418047,35.68723724"
871,"139.7418047,35.68723724"
872,"139.7418047,35.68723724"
